OrderID,Date,CustomerID,Product,Category,Subcategory,Price,Quantity,TotalAmount,DiscountPercent,DiscountAmount,FinalAmount,PaymentMethod,CustomerAge,CustomerGender,City,State,Rating
10090,2023-02-04,1470,Accessories Product 55,Sports,Accessories,171.3,1,171.3,0,0.0,171.3,Bank Transfer,23,Non-binary,Rockford,Illinois,5
10091,2023-02-05,1971,Apparel Product 74,Sports,Apparel,229.66,2,459.32,0,0.0,459.32,Google Pay,30,Male,Orlando,Florida,2
10092,2023-02-05,1971,Decor Product 100,Home & Kitchen,Decor,99.5,3,298.5,10,29.85,268.65,Bank Transfer,64,Non-binary,Syracuse,New York,2
10093,2023-02-05,4596,Appliances Product 91,Home & Kitchen,Appliances,814.76,1,814.76,10,81.48,733.28,PayPal,62,Non-binary,Los Angeles,California,5
10094,2023-02-05,6404,Accessories Product 34,Sports,Accessories,43.38,3,130.14,0,0.0,130.14,PayPal,74,Female,Chicago,Illinois,5
10095,2023-02-06,1966,Educational Product 9,Books,Educational,62.92,2,125.84,20,25.17,100.67,Bank Transfer,57,Female,Rochester,New York,2
10096,2023-02-06,1966,Tablets Product 16,Electronics,Tablets,287.83,1,287.83,10,28.78,259.05,Bank Transfer,23,Female,Springfield,Illinois,5
10097,2023-02-06,1966,Cookware Product 26,Home & Kitchen,Cookware,869.03,1,869.03,0,0.0,869.03,Bank Transfer,67,Non-binary,Syracuse,New York,3
10098,2023-02-07,1966,Appliances Product 88,Home & Kitchen,Appliances,954.33,1,954.33,0,0.0,954.33,Credit Card,30,Female,Miami,Florida,2
10099,2023-02-07,1966,Accessories Product 62,Clothing,Accessories,75.97,1,75.97,10,7.6,68.37,Credit Card,53,Female,Sacramento,California,2
10100,2023-02-08,1966,Fiction Product 71,Books,Fiction,21.36,2,42.72,5,2.14,40.58,Bank Transfer,55,Non-binary,Rochester,New York,5
10101,2023-02-08,1966,Equipment Product 51,Sports,Equipment,179.07,2,358.14,0,0.0,358.14,Apple Pay,19,Non-binary,Austin,Texas,4
10102,2023-02-08,1966,Equipment Product 66,Sports,Equipment,466.61,1,466.61,0,0.0,466.61,Credit Card,42,Male,Sacramento,California,1
10103,2023-02-08,6950,Bedding Product 89,Home & Kitchen,Bedding,157.52,1,157.52,0,0.0,157.52,PayPal,53,Non-binary,Jacksonville,Florida,4
10104,2023-02-08,2408,Headphones Product 15,Electronics,Headphones,1703.9,1,1703.9,5,85.2,1618.7,PayPal,39,Male,Orlando,Florida,3
10105,2023-02-08,2565,Equipment Product 8,Sports,Equipment,183.75,3,551.25,5,27.56,523.69,Bank Transfer,75,Female,Albany,New York,5
10106,2023-02-08,2565,Educational Product 68,Books,Educational,99.82,5,499.1,10,49.91,449.19,PayPal,54,Male,Houston,Texas,3
10107,2023-02-09,2565,Smartphones Product 79,Electronics,Smartphones,1737.2,1,1737.2,0,0.0,1737.2,Apple Pay,49,Male,Dallas,Texas,3
10108,2023-02-10,8025,Accessories Product 18,Sports,Accessories,167.81,1,167.81,5,8.39,159.42,Bank Transfer,51,Non-binary,Miami,Florida,4
10109,2023-02-10,9336,Footwear Product 28,Sports,Footwear,279.78,3,839.34,0,0.0,839.34,Credit Card,45,Non-binary,Fort Worth,Texas,2
10110,2023-02-10,6390,Decor Product 94,Home & Kitchen,Decor,314.3,2,628.6,5,31.43,597.17,Google Pay,68,Non-binary,Chicago,Illinois,4
10111,2023-02-11,6390,Cookware Product 18,Home & Kitchen,Cookware,284.34,1,284.34,0,0.0,284.34,Credit Card,70,Female,Naperville,Illinois,4
10112,2023-02-11,6390,Pants Product 17,Clothing,Pants,177.37,3,532.11,5,26.61,505.5,Apple Pay,32,Male,Buffalo,New York,3
10113,2023-02-11,6390,Tablets Product 4,Electronics,Tablets,403.99,1,403.99,15,60.6,343.39,PayPal,33,Non-binary,San Diego,California,4
10114,2023-02-12,6390,Shoes Product 91,Clothing,Shoes,48.82,1,48.82,0,0.0,48.82,Credit Card,51,Female,Rockford,Illinois,2
10115,2023-02-12,6390,Educational Product 88,Books,Educational,77.49,5,387.45,15,58.12,329.33,Apple Pay,34,Female,Peoria,Illinois,5
10116,2023-02-13,2467,Laptops Product 51,Electronics,Laptops,700.79,1,700.79,0,0.0,700.79,Credit Card,36,Male,Los Angeles,California,1
10117,2023-02-13,8509,Shoes Product 69,Clothing,Shoes,77.44,1,77.44,0,0.0,77.44,Bank Transfer,23,Non-binary,San Diego,California,4
10118,2023-02-13,1609,Pants Product 62,Clothing,Pants,178.2,2,356.4,0,0.0,356.4,Apple Pay,70,Female,Jacksonville,Florida,5
10119,2023-02-13,1609,Furniture Product 57,Home & Kitchen,Furniture,530.0,1,530.0,5,26.5,503.5,Google Pay,42,Male,Chicago,Illinois,3
10120,2023-02-14,1609,Fitness Product 5,Sports,Fitness,259.33,2,518.66,10,51.87,466.79,Bank Transfer,31,Male,San Diego,California,4
10121,2023-02-15,5947,Accessories Product 47,Clothing,Accessories,160.99,1,160.99,0,0.0,160.99,Apple Pay,72,Male,Fort Worth,Texas,5
10122,2023-02-15,2877,Shirts Product 6,Clothing,Shirts,147.86,2,295.72,0,0.0,295.72,Bank Transfer,72,Male,Orlando,Florida,4
10123,2023-02-15,2877,Comics Product 50,Books,Comics,89.99,3,269.97,0,0.0,269.97,Credit Card,61,Male,Houston,Texas,5
10124,2023-02-16,2877,Furniture Product 53,Home & Kitchen,Furniture,682.46,2,1364.92,0,0.0,1364.92,Bank Transfer,73,Female,Dallas,Texas,1
10125,2023-02-16,2877,Cameras Product 27,Electronics,Cameras,424.87,2,849.74,5,42.49,807.25,Bank Transfer,51,Male,Tampa,Florida,4
10126,2023-02-16,2877,Furniture Product 85,Home & Kitchen,Furniture,926.0,1,926.0,20,185.2,740.8,Bank Transfer,29,Male,Houston,Texas,4
10127,2023-02-16,2877,Headphones Product 46,Electronics,Headphones,375.4,1,375.4,5,18.77,356.63,Apple Pay,73,Male,Austin,Texas,4
10128,2023-02-16,2877,Laptops Product 7,Electronics,Laptops,1280.16,1,1280.16,0,0.0,1280.16,PayPal,49,Female,Rochester,New York,3
10129,2023-02-17,2877,Appliances Product 94,Home & Kitchen,Appliances,563.5,1,563.5,0,0.0,563.5,Apple Pay,28,Female,San Francisco,California,1
10130,2023-02-17,2877,Shoes Product 3,Clothing,Shoes,80.01,4,320.04,0,0.0,320.04,Apple Pay,22,Male,Buffalo,New York,4
10131,2023-02-17,2877,Apparel Product 75,Sports,Apparel,205.2,2,410.4,10,41.04,369.36,Bank Transfer,36,Female,Sacramento,California,5
10132,2023-02-18,3016,Accessories Product 92,Clothing,Accessories,49.29,2,98.58,0,0.0,98.58,Apple Pay,68,Male,Houston,Texas,2
10133,2023-02-18,5922,Decor Product 5,Home & Kitchen,Decor,861.29,1,861.29,0,0.0,861.29,Credit Card,19,Female,New York City,New York,4
10134,2023-02-19,5922,Decor Product 49,Home & Kitchen,Decor,956.61,2,1913.22,0,0.0,1913.22,PayPal,44,Male,Tallahassee,Florida,4
10135,2023-02-20,5922,Laptops Product 82,Electronics,Laptops,1779.8,1,1779.8,0,0.0,1779.8,PayPal,41,Non-binary,Rochester,New York,4
10136,2023-02-20,5922,Cookware Product 84,Home & Kitchen,Cookware,800.45,1,800.45,0,0.0,800.45,PayPal,24,Female,San Antonio,Texas,3
10137,2023-02-20,5922,Laptops Product 54,Electronics,Laptops,827.05,1,827.05,15,124.06,702.99,Google Pay,38,Male,Miami,Florida,5
10138,2023-02-20,9939,Footwear Product 36,Sports,Footwear,78.07,3,234.21,0,0.0,234.21,Apple Pay,48,Male,Orlando,Florida,4
10139,2023-02-20,8795,Headphones Product 50,Electronics,Headphones,580.13,1,580.13,0,0.0,580.13,Apple Pay,71,Female,Rockford,Illinois,5
10140,2023-02-20,8795,Pants Product 35,Clothing,Pants,124.76,1,124.76,0,0.0,124.76,Bank Transfer,33,Female,Albany,New York,5
10141,2023-02-21,8795,Headphones Product 64,Electronics,Headphones,1014.92,1,1014.92,0,0.0,1014.92,Apple Pay,57,Female,Tampa,Florida,3
10142,2023-02-21,8795,Apparel Product 32,Sports,Apparel,341.61,1,341.61,0,0.0,341.61,PayPal,30,Non-binary,Peoria,Illinois,3
10143,2023-02-21,8795,Decor Product 20,Home & Kitchen,Decor,181.25,1,181.25,0,0.0,181.25,PayPal,58,Female,San Antonio,Texas,4
10144,2023-02-22,8795,Bedding Product 2,Home & Kitchen,Bedding,842.88,1,842.88,20,168.58,674.3,Google Pay,74,Non-binary,Fort Worth,Texas,3
10145,2023-02-22,8795,Smartphones Product 36,Electronics,Smartphones,1002.15,2,2004.3,0,0.0,2004.3,Credit Card,74,Male,Rockford,Illinois,5
10146,2023-02-22,8795,Fiction Product 20,Books,Fiction,80.23,1,80.23,0,0.0,80.23,Apple Pay,62,Female,Dallas,Texas,3
10147,2023-02-22,8795,Cameras Product 5,Electronics,Cameras,1823.06,2,3646.12,15,546.92,3099.2,Apple Pay,71,Female,Jacksonville,Florida,1
10148,2023-02-22,8795,Apparel Product 59,Sports,Apparel,22.57,2,45.14,0,0.0,45.14,PayPal,36,Female,San Jose,California,3
10149,2023-02-22,8795,Laptops Product 95,Electronics,Laptops,1179.36,2,2358.72,0,0.0,2358.72,PayPal,56,Male,Houston,Texas,1
10150,2023-02-22,8795,Cameras Product 27,Electronics,Cameras,1856.54,2,3713.08,0,0.0,3713.08,Apple Pay,48,Male,San Jose,California,3
10151,2023-02-23,8795,Tablets Product 33,Electronics,Tablets,1130.31,1,1130.31,0,0.0,1130.31,Apple Pay,55,Male,Fort Worth,Texas,5
10152,2023-02-23,8795,Bedding Product 61,Home & Kitchen,Bedding,756.72,1,756.72,0,0.0,756.72,Apple Pay,63,Non-binary,Rockford,Illinois,2
10153,2023-02-23,8795,Appliances Product 96,Home & Kitchen,Appliances,937.29,1,937.29,0,0.0,937.29,PayPal,52,Male,Syracuse,New York,4
10154,2023-02-23,8795,Tablets Product 62,Electronics,Tablets,1232.84,1,1232.84,5,61.64,1171.2,Credit Card,27,Female,Houston,Texas,4
10155,2023-02-23,8795,Biographies Product 14,Books,Biographies,53.14,5,265.7,0,0.0,265.7,Apple Pay,27,Non-binary,Orlando,Florida,4
10156,2023-02-23,8795,Appliances Product 2,Home & Kitchen,Appliances,511.99,1,511.99,0,0.0,511.99,Bank Transfer,54,Non-binary,Chicago,Illinois,5
10157,2023-02-23,8795,Furniture Product 92,Home & Kitchen,Furniture,508.86,1,508.86,0,0.0,508.86,Google Pay,22,Non-binary,Rockford,Illinois,4
10158,2023-02-24,1460,Shoes Product 80,Clothing,Shoes,167.67,1,167.67,0,0.0,167.67,Credit Card,55,Female,Rockford,Illinois,5
10159,2023-02-25,4889,Shirts Product 30,Clothing,Shirts,148.87,1,148.87,10,14.89,133.98,PayPal,28,Non-binary,Rockford,Illinois,3
10160,2023-02-25,4889,Appliances Product 57,Home & Kitchen,Appliances,554.61,1,554.61,15,83.19,471.42,Google Pay,43,Female,Sacramento,California,5
10161,2023-02-26,4889,Tablets Product 84,Electronics,Tablets,574.76,2,1149.52,0,0.0,1149.52,Credit Card,39,Non-binary,Sacramento,California,2
10162,2023-02-27,4889,Tablets Product 64,Electronics,Tablets,1475.6,1,1475.6,5,73.78,1401.82,Google Pay,39,Male,Los Angeles,California,3
10163,2023-02-27,4889,Footwear Product 94,Sports,Footwear,366.33,2,732.66,0,0.0,732.66,Credit Card,65,Female,Tampa,Florida,4
10164,2023-02-27,4889,Fitness Product 98,Sports,Fitness,123.09,1,123.09,0,0.0,123.09,Google Pay,57,Non-binary,Fort Worth,Texas,3
10165,2023-02-27,4889,Dresses Product 86,Clothing,Dresses,107.67,1,107.67,0,0.0,107.67,Apple Pay,42,Female,Buffalo,New York,4
10166,2023-02-27,4889,Accessories Product 80,Clothing,Accessories,187.81,1,187.81,10,18.78,169.03,PayPal,69,Non-binary,San Diego,California,1
10167,2023-02-27,4889,Furniture Product 18,Home & Kitchen,Furniture,547.23,1,547.23,0,0.0,547.23,Google Pay,50,Non-binary,Albany,New York,5
10168,2023-02-28,1654,Shirts Product 91,Clothing,Shirts,188.5,2,377.0,0,0.0,377.0,Apple Pay,46,Female,Miami,Florida,4
10169,2023-03-01,1654,Headphones Product 58,Electronics,Headphones,1868.28,1,1868.28,0,0.0,1868.28,Google Pay,48,Female,Austin,Texas,1
10170,2023-03-01,1654,Smartphones Product 80,Electronics,Smartphones,819.66,1,819.66,0,0.0,819.66,Apple Pay,74,Non-binary,Fort Worth,Texas,3
10171,2023-03-02,5438,Biographies Product 19,Books,Biographies,57.16,4,228.64,5,11.43,217.21,PayPal,58,Male,Peoria,Illinois,4
10172,2023-03-02,7619,Furniture Product 67,Home & Kitchen,Furniture,59.52,1,59.52,10,5.95,53.57,Bank Transfer,68,Non-binary,Syracuse,New York,1
10173,2023-03-03,2458,Laptops Product 42,Electronics,Laptops,1965.05,1,1965.05,0,0.0,1965.05,PayPal,39,Female,Springfield,Illinois,5
10174,2023-03-03,7665,Tablets Product 88,Electronics,Tablets,1359.99,1,1359.99,15,204.0,1155.99,Apple Pay,18,Female,Fort Worth,Texas,5
10175,2023-03-03,4306,Laptops Product 73,Electronics,Laptops,1409.74,1,1409.74,0,0.0,1409.74,Apple Pay,49,Non-binary,Houston,Texas,4
10176,2023-03-03,4306,Bedding Product 4,Home & Kitchen,Bedding,387.41,1,387.41,0,0.0,387.41,PayPal,33,Non-binary,Chicago,Illinois,5
10177,2023-03-04,4306,Cameras Product 78,Electronics,Cameras,1235.78,1,1235.78,15,185.37,1050.41,Apple Pay,46,Male,Buffalo,New York,5
10178,2023-03-04,4306,Headphones Product 31,Electronics,Headphones,768.3,1,768.3,10,76.83,691.47,Bank Transfer,71,Male,Houston,Texas,4
10179,2023-03-04,4306,Biographies Product 81,Books,Biographies,18.75,2,37.5,0,0.0,37.5,PayPal,43,Non-binary,Sacramento,California,5
